views,likes,dislikes,comments
367193,2457,719,358
651071,28575,1777,3196
955793,34173,904,5797
138162,699,118,188
298395,8245,232,673
86562,264,35,103
2674711,95358,7120,15242
2654297,65033,1061,3066
1075870,54600,1089,5628
2952872,190178,4826,25095
2208461,67608,1733,26262
1081635,81207,2339,11321
3023997,203982,3349,16567
624193,8241,200,700
1315243,48340,540,0
453643,18474,205,2775
642032,9317,268,171
1127588,47801,1141,2560
243739,8671,376,1178
291258,4490,109,431
147573,3366,147,570
430336,8808,296,853
404350,4005,79,537
7199631,270213,13599,17025
1104089,27790,1239,4438
467874,14881,537,3565
891832,91289,2080,10979
163662,1017,72,268
50316,8795,9,542
19757704,71072,7113,4213
5099409,472107,7290,54478
73926,2938,33,472
287991,13955,276,2549
18628,1051,768,977
251163,2623,174,1251
434241,17374,775,206
4966511,17404,2744,2190
767416,4029,1455,630
1800385,10219,1496,3332
302382,1843,214,416
122848,4830,181,789
91645,904,68,93
167021,1117,176,100
89416,1076,115,823
438756,5289,741,1790
61215,658,182,300
361736,2218,292,386
496157,4195,405,1586
49397,1006,25,232
60379,389,54,56
278155,5398,90,539
410984,1071,153,1227
70974,0,0,157
11840,238,11,426
132336,495,234,48
148080,5067,394,672
370076,7808,123,1090
341690,1682,377,222
946816,8775,692,3202
47391,1008,14,150
500611,3614,426,482
437423,14418,314,2294
251354,15025,78,908
455987,9180,100,2185
9310292,19181,15096,1866
725101,4027,1776,425
137810,2727,70,331
175681,1351,37,76
3800186,168477,9203,23073
3356847,108769,8532,18146
208951,740,145,1612
755828,44401,1696,11446
444106,9372,114,1071
490528,23433,130,797
877916,91304,526,14798
641684,8299,563,1338
400852,22488,348,2359
621481,12502,722,6217
309666,7830,127,1232
553649,14871,136,1193
795916,43793,543,2332
447641,5892,190,502
971374,25790,1072,6444
574499,29093,571,6574
1203347,15523,5072,4612
2822716,67841,1124,3140
4334792,238625,4093,19229
67837,43,14,80
185138,917,132,89
124681,16317,24,850
607334,21437,294,3115
102528,1211,104,150
214008,3258,214,779
128826,17197,29,893
872483,11443,1909,4402
139129,1064,72,332
115153,8334,24,767
205004,13562,105,3877
145820,5241,40,1182
210985,5750,122,1662
459519,18304,438,3176
102420,921,32,186
111506,1599,36,169
163547,5108,454,805
434029,3940,1249,2610
301693,2148,2908,1225
3071771,194197,4948,22719
253309,20098,733,1055
66483,924,171,163
263463,2467,983,2047
134862,0,0,82
8505,157,4,201
4057,3,1,6
48058,2660,20,440
42868,239,35,209
1981659,40072,2153,3444
137337,6778,203,646
1033221,78463,918,10305
69657,1372,83,287
71537,2235,93,447
100200,1073,128,928
136897,16051,370,2016
6199950,8304,791,402
120931,9445,58,604
27644,460,5,66
241675,9936,347,2569
118934,7142,688,1151
94599,3297,49,522
307361,3437,486,754
186663,1402,142,505
946655,6055,643,2060
710550,23656,741,4124
11884,222,7,59
9271,224,9,73
1609327,20976,385,1956
5406351,209771,13188,28708
489911,1285,270,2306
315137,6386,582,3555
1205235,56662,2256,14365
573003,67937,793,6723
463203,5737,162,471
76001,50,19,10
757789,28537,196,965
710962,30788,538,3012
268451,11171,87,1790
3631612,113010,8883,19321
1644752,132609,807,19862
73538,116,25,131
765563,0,0,1573
1038346,16967,1024,8391
229284,12248,34,1002
1393360,48560,1059,9488
629339,6689,233,535
174098,878,131,122
651837,4613,272,770
177466,8331,274,1247
94301,4528,70,1042
1097705,5735,605,2009
84733,995,128,146
1414582,57401,912,3268
160019,5143,87,795
1293057,29181,1354,7324
507660,9265,235,1426
367559,15649,142,1713
100337,1666,21,342
100127,3790,154,766
131989,773,57,103
324642,4262,427,1035
245695,4504,107,923
71281,1272,34,223
1004054,5126,1957,942
270508,1731,186,487
98104,5059,96,1068
1537465,17952,5731,5384
168947,2203,162,464
1098767,7140,702,1817
65171,3408,16,369
5600599,263259,4568,21639
278283,11420,191,2599
198721,5618,51,831
953364,20239,225,1421
416561,3165,323,1072
445935,39251,4021,8134
225234,0,0,1265
329465,1582,479,223
70513,4435,55,531
2496054,213676,4299,18458
249893,2744,317,1690
292663,3788,271,895
3006169,70923,1188,3252
36610,346,69,240
35432,1971,95,366
237257,2329,42,134
123721,8720,277,2786
483743,32537,649,2226
394479,7851,152,1860
23744,47,10,26
947896,24556,159,3233
41391,1988,35,201
162864,19155,33,957
1263554,14692,2406,5500
296180,3674,98,160
522532,4129,503,572
129786,7120,588,708
105743,1081,51,65
96504,4866,186,957
131486,564,183,42
397595,12402,277,3484
128426,6002,989,1667
2323494,26698,650,2631
2142103,174096,4011,10361
1280389,95417,741,4663
86228,130,95,217
151917,4323,689,2039
142334,11257,93,2634
6520006,238501,15348,27391
1186645,13833,1853,6710
814746,10629,231,1459
179738,29806,96,2226
646909,1549,349,2593
1000819,96554,1581,9262
429075,17634,376,4461
212330,7184,141,1405
334246,8831,771,1742
174804,3314,500,332
477859,15619,155,2405
128377,168,35,190
127598,903,104,101
96944,1177,101,147
72577,888,15,102
34957,661,70,312
1275745,59027,2334,14858
915871,31349,242,950
616574,6652,219,539
157304,2545,1414,3442
782969,17185,2096,5325
507198,76607,455,6442
2001,15,0,7
295264,18135,134,1865
117721,3556,37,674
251862,6476,111,927
1218894,19174,1116,8875
1823522,142378,859,21250
2809311,0,0,5485
24360,12,9,3
106652,5178,134,988
59500,3757,76,678
3774089,115075,9047,19727
147183,4696,202,935
446854,17636,164,1900
100486,1648,56,226
160327,1138,186,27
19056,88,6,11
10889,112,19,138
757749,7547,255,510
136628,4276,59,1169
263828,13412,42,1073
273302,22536,121,5453
17847,2810,9,101
136218,1131,130,820
1711518,62746,1047,3506
225001,10852,240,1586
2044062,7948,966,3012
104928,12699,419,2421
1514979,31436,1526,7180
675401,49714,5473,11056
2864991,12117,1390,3015
71473,3224,60,922
49280,1349,98,281
217412,1504,182,242
185767,3795,205,1680
30528,456,13,197
1725057,34608,23354,14563
345875,8655,104,419
751008,16333,762,2248
165856,4769,74,633
607576,4558,649,868
116333,11554,107,933
215183,535,98,435
590464,15823,356,4205
164817,9629,250,3699
145818,2702,140,345
164808,191,180,342
648544,3787,896,1105
126727,1539,64,329
2537361,191396,4740,11707
2706950,28693,730,2413
1822397,115227,1008,5469
183552,11144,658,1089
287077,7316,102,2443
405360,55242,229,3371
205922,1306,166,262
387201,1767,394,206
170112,2272,320,834
4440,18,0,0
193119,13216,140,3044
8102,72,5,4
67597,496,38,283
64104,1069,33,215
743941,25385,560,6067
130330,874,57,228
7048161,252168,16484,28662
336795,1419,1358,491
271993,8165,163,1594
151081,9329,168,851
25438,374,7,0
145245,1642,106,852
876144,14848,1879,2950
91063,328,58,23
1291413,13872,342,1844
100196,2698,187,1091
102731,3528,24,707
224664,11682,273,3212
35460,1949,56,307
137250,755,22,39
186690,1424,130,349
43175,2706,70,695
188930,1702,168,257
719143,1680,379,2501
289370,2097,86,265
1090260,101805,1788,9769
94045,231,60,164
153430,1878,104,267
177611,1911,83,259
31550,1948,46,678
149035,1595,83,153
148127,176,44,229
520703,16529,166,2572
59817,2139,46,442
429224,22659,171,2226
95727,3177,46,360
1178853,37460,306,1074
135105,10332,129,2138
1335198,60922,2379,13516
33440,1441,9,117
707447,7139,248,573
2393894,46473,36669,20572
436140,9869,143,442
1148839,15790,941,1488
195652,15768,157,1108
994725,19895,1101,2502
205497,5383,87,757
791068,5319,798,991
295990,658,124,531
343189,14664,485,4829
635845,16602,379,4393
341235,3333,564,1120
399981,16036,2365,1570
496791,9701,157,2753
123466,389,88,43
201192,219,209,397
770520,4566,1387,1227
2708333,197587,5030,12117
475032,3602,345,988
425442,57506,242,3451
2909763,29924,773,2429
1916874,118010,1058,5589
358262,1609,213,306
12004,42,0,1
203376,13611,147,3143
860977,35925,222,3009
365207,4609,268,631
83844,578,44,325
4761311,208946,2679,18995
94069,1300,46,249
788042,26473,579,6386
237356,5536,58,1232
158594,186,45,232
150933,935,64,231
7475736,262654,17393,28993
372615,1537,1723,577
312427,8723,182,1688
44968,505,9,0
1082166,16995,2424,3518
203222,2009,141,1049
50868,2427,82,413
1476610,14846,375,1972
410647,16996,437,4472
187172,923,28,44
549434,2041,512,213
54341,26,7,1
44245,79,4,1
338691,1840,194,428
67712,3530,102,885
252845,1900,197,258
771621,1773,413,2612
438961,2722,106,364
265435,12891,235,991
1134566,104098,1882,3873
193990,371,107,199
59876,2749,65,895
335688,2840,142,247
261478,6215,78,874
551895,17054,172,2541
97685,2834,69,476
463264,23687,188,2283
286272,5191,104,553
2593708,49339,39669,22087
890446,5805,1008,1149
472369,59784,332,3531
662460,16955,398,3604
472785,10286,167,460
1406507,17811,1326,1837
393206,1605,1884,606
321018,6008,62,399
321018,6008,62,399
319028,19477,475,1492
66556,2741,152,480
232867,238,235,406
22120,72,4,7
7109996,251397,3991,22468
1131153,21530,1256,2722
225447,5655,92,786
36338,537,4,113
345112,724,143,627
248824,1596,254,931
400876,16044,544,5306
385537,3569,620,1181
8776,33,2,12
588799,10447,177,2833
210057,13854,152,3192
517690,18234,3115,1795
99665,930,11,154
865411,5018,1595,1412
49903,337,25,72
2922292,204763,5173,12572
417617,1695,236,321
591864,4146,431,877
2002645,120181,1100,5692
1031566,40447,266,3322
22141,81,7,19
214831,657,227,0
809318,26976,593,5032
26555,143,18,12
365026,10726,658,3298
137097,423,101,55
69917,281,113,152
147915,864,839,131
482412,5410,325,807
166282,192,47,236
153713,276,140,52
382122,9954,275,1304
179416,2815,714,2221
49470,872,59,225
578526,17446,183,2584
489999,24505,197,2331
311964,6317,71,1527
70645,0,0,71
361838,6451,153,599
1072982,56452,1329,11021
2087032,64032,2869,5533
217337,9187,86,1380
56332,532,45,0
164372,984,119,118
152103,12046,68,1253
325706,11514,993,3710
1130738,13948,2893,1865
214353,3260,265,1111
114648,3625,60,607
564195,1684,41,84
67644,562,49,561
377326,2334,273,619
196229,4299,551,3543
142958,4174,110,834
92864,1128,111,193
189721,4319,421,385
103429,6565,92,853
267741,12980,165,1711
235131,384,17,86
2771941,50957,40976,22659
1681825,8309,1311,2101
180035,1868,23,356
47387,2493,128,629
605986,19029,175,1094
102976,13152,80,2637
120872,11978,311,2173
55068,5490,17,415
151797,861,64,208
164153,4810,203,356
331064,2365,569,1228
180165,9765,785,968
474371,21806,262,5658
847882,14717,473,942
10236562,66095,13007,2588
66365,3035,87,212
219629,3948,64,61
37562,0,0,0
37562,0,0,0
374180,6487,396,2729
184079,1488,24,282
181269,1299,59,170
316006,1617,359,212
87995,1138,97,664
2125277,163974,6070,14538
76338,1392,15,440
17402,123,15,29
146333,1515,81,268
98213,1398,76,478
151269,4819,92,435
76826,1349,53,121
100262,331,93,257
247844,14644,222,1892
273017,1142,171,613
79875,0,0,129
92201,14273,40,2095
292629,2521,208,612
363989,3540,1872,0
2602539,140964,9505,40305
965846,55394,880,11341
1556517,31439,717,1827
286579,1405,203,1372
682852,6816,495,2041
416325,19416,436,1804
630898,8669,256,722
396062,21313,632,2431
273101,16299,600,3886
237798,6208,383,612
84471,1813,12,153
296805,3056,57,570
111965,769,101,171
60184,1409,131,435
343297,12025,121,1645
124814,4107,47,406
65635,3485,75,707
165421,7904,63,759
275774,25751,318,2928
241510,9119,59,298
263209,27548,161,2044
363501,5561,954,916
38797,699,16,116
35154,10,3,1
114287,1234,116,166
250408,16301,116,1444
175134,4398,357,664
100909,2311,20,111
158882,4236,223,1019
30643,614,8,101
61372,722,3,29
196670,11929,540,2865
138695,931,60,221
64179,4550,41,586
92224,1988,213,1306
326494,10367,131,399
150761,11193,43,787
36228,435,73,85
106874,756,19,27
136489,1352,71,592
575954,20336,370,2223
2520243,73063,1586,2781
12062014,33869,1107,2311
2688,97,4,46
84982,1117,74,664
55356,344,76,411
1059377,2426,49,144
571711,7750,155,156
157830,1136,107,206
383864,6050,14,291
24652,13,7,0
149548,3689,84,153
345960,4868,367,1899
104807,3099,47,495
55561,3600,81,373
43658,1708,44,253
8321,80,6,11
60708,0,0,240
260126,9567,202,655
277923,30683,1072,3558
126371,4096,95,274
556547,13873,627,1184
256361,5815,186,957
213401,10258,157,617
283952,5265,334,145
325726,19752,840,3567
354320,727,127,268
15066347,404977,15332,33366
1481705,125828,4674,9678
1224288,12640,3778,3585
570767,5582,3085,0
1358526,68240,1142,13308
801779,11974,1171,3450
572595,2259,359,2062
2515886,42398,1326,2532
577664,21081,1135,3404
695952,10417,592,1454
195985,6406,181,1289
581952,24343,483,3986
1012094,29345,836,2455
78842,106,32,175
140461,1017,98,199
567562,25983,950,5890
768779,8223,231,958
881352,8114,589,2275
942682,0,0,2122
1086606,5247,643,1353
767826,30292,996,3317
73536,33,17,4
379546,7496,148,1157
109903,1232,137,254
487942,0,0,1647
1497616,69252,3058,6599
669443,3437,2749,876
576266,5874,120,1117
313066,2737,687,404
844723,6220,539,1508
189569,6072,198,1263
378879,5188,79,201
121216,2307,17,200
130225,2201,162,295
432493,3248,341,1243
270964,10489,105,905
149862,2825,283,891
30056,62,13,57
259313,1788,149,612
304840,7227,446,720
502562,37091,606,3805
318528,1801,426,310
445228,27597,279,1743
367835,5004,525,1647
268430,2817,354,705
77163,1710,28,0
78751,1183,96,116
407137,11849,98,424
167495,2550,68,370
204530,3285,32,200
91747,1036,104,120
114766,5271,64,523
40336,360,93,201
92394,2174,26,201
664733,5606,540,886
17834873,47102,1129,3334
65436,1575,105,1572
379245,12843,133,1853
22790,1965,22,86
159505,4757,55,471
311669,3952,479,2105
293208,14825,852,3354
6717,0,0,0
103185,7544,108,1333
197889,3080,198,294
91421,1354,33,217
319113,26581,193,4256
60803,1115,126,209
219116,2781,65,928
642715,7902,1654,1394
47328,185,19,41
92798,847,12,366
455838,12539,198,516
2580817,74720,4678,14350
671618,21935,528,0
15460236,448784,18364,42944
2945293,185500,11263,13575
1894905,35668,1457,2436
1999326,61837,1416,6400
643723,10087,170,1804
127568,4454,252,1254
2337320,19617,7028,5506
1872467,121204,740,13491
90031,363,95,44
704559,6859,3746,0
181350,10530,53,618
344638,8821,309,559
49234,368,22,98
296215,1037,269,5
862066,30068,933,4548
1438069,70934,1207,13690
745731,2715,443,2406
161138,947,141,135
291710,8029,315,1516
2908064,46563,1570,2737
75164,100,53,144
32819,190,22,19
78613,40,18,8
1071556,4867,519,541
905230,12356,819,1833
129716,138,45,241
729509,61381,430,2466
1286020,31606,2285,4752
1186300,32235,974,2246
200410,4907,91,1443
3262684,0,0,4231
404605,3604,397,2620
110390,1351,146,225
99439,837,27,27
155885,6053,84,862
1000115,8835,636,2250
523296,8856,178,1335
908821,0,0,2331
25703405,62461,1551,4428
230072,3618,451,651
159568,7574,577,6420
55985,1554,12,171
703765,30239,1068,6710
19439,0,0,28
2035079,7276,993,1828
299158,1748,265,262
412322,4765,164,589
111051,247,280,139
122673,8145,325,792
123826,8778,54,1382
296388,8504,291,1630
42754,1076,40,208
842406,31991,1053,3468
57112,454,98,101
1017503,4195,3220,1027
224806,8110,936,1905
2290757,10214,1094,2433
731538,7000,166,1272
190197,3413,643,1085
199906,11607,172,1833
15431,154,21,119
615314,34685,359,2023
2966389,63186,1611,0
1261085,13959,938,2135
5563479,130764,13507,28522
8293323,162437,4232,13783
8641831,244218,2987,23065
15462891,455530,19488,43986
684327,5575,352,438
1575608,15910,634,3032
3221923,193287,13022,14199
2888071,51306,2113,3254
1166784,59024,1181,7638
892686,2233,590,248
266519,6496,297,731
1959466,25338,912,1807
141931,2187,117,621
474416,11115,185,818
195658,1181,115,130
49813,241,24,76
817345,7659,4091,0
274091,803,120,96
191864,5004,81,860
442120,20407,130,1055
228434,545,107,433
287563,6406,127,2229
190171,1496,94,209
590868,12093,145,293
133183,17839,310,4254
273977,4952,320,629
6367460,37714,1219,2451
573994,18058,502,1893
150871,183,63,233
945827,31588,1098,4781
3659735,31067,1449,4676
31408,170,17,12
296536,1041,273,7
342239,1281,216,166
830634,2934,487,2619
273365,5201,473,2424
343143,8689,386,1631
78013,35,9,11
143269,610,130,82
448965,19267,431,2772
146600,144,52,263
261385,23459,130,734
887664,68534,586,2979
34448035,100710,2822,6986
372022,1895,386,194
234379,11714,178,2243
103431,3364,29,530
235301,10347,564,2210
131379,2116,270,1311
105723,2562,141,267
1341659,32128,2360,4836
294260,6003,123,1575
79421,5379,74,665
21894,454,16,79
5414916,0,0,5953
22855,202,26,68
72492,500,4,63
519057,3961,503,2876
358061,30170,442,1145
7400,59,6,43
3364,20,4,4
314324,11455,896,8783
190871,1655,198,233
193691,1475,133,346
384311,3239,295,1287
55427,896,19,108
219558,10530,496,1484
653273,5651,327,1120
429892,40668,249,2953
814081,8861,265,667
44636,1605,78,761
3844106,80017,2140,0
3757298,293341,12725,31010
8043038,171328,20482,37068
1632256,17394,1225,2396
11883172,200007,5377,16722
1047058,49527,1424,9807
12908071,290083,5326,26854
1037388,7551,520,705
1152786,40559,340,3556
1200608,2988,790,336
1060809,12472,354,1155
3408071,57899,2393,3364
958455,5183,906,740
3315617,196192,13867,13004
56976,226,16,89
450651,9711,99,514
255347,2841,199,794
67319,849,12,312
268883,9194,40,454
1850655,17043,778,3390
295487,1789,284,265
553944,21005,447,4266
412125,9858,528,1024
288077,14075,1035,1338
637010,9493,233,1207
303697,5036,351,562
2481252,30230,1084,2094
140737,1122,71,467
88145,690,127,201
581135,12578,224,915
1142051,30954,1187,3778
493204,3348,420,1097
52760,5258,18,540
339374,1044,172,132
323577,665,139,496
346757,1855,384,162
151412,1115,75,277
107527,2006,312,1316
186444,2267,195,508
9824841,81192,2509,3773
281183,10328,126,1590
220124,1781,194,502
303702,2601,716,190
86698,1404,71,388
161592,2783,71,172
36985,575,24,0
448780,8344,179,2410
374272,4548,190,887
525306,7606,579,981
219140,3688,305,960
402037,1769,356,209
20595,1223,11,215
123196,3608,83,117
265241,1779,124,288
169102,12965,138,611
26664,846,5,27
57881,3626,50,393
219695,5036,64,1028
156205,2786,54,442
31908,9,5,1
64568,863,40,131
134524,12528,126,1265
238106,26270,583,5542
233909,5602,100,939
23325,1249,12,126
727254,23226,152,1184
62365,1219,15,77
104393,534,46,259
1386956,37938,4400,6333
132598,3925,128,832
4223354,87096,2364,0
1139342,58201,1734,13755
5543357,365850,17499,37172
8880884,181666,22246,39565
1922862,19374,1369,2485
503828,17503,172,1415
14297585,219417,5899,17629
1160260,8207,571,763
16141230,309557,7190,27714
215255,13113,164,2737
1483374,46818,482,3977
957641,14094,267,1036
1393361,3417,913,356
1491029,7509,1450,966
100448,274,34,243
260327,6059,63,376
330584,6641,76,1241
3696598,61656,2532,3534
3404205,198364,14567,13179
303434,7759,141,2306
716504,13435,154,646
455942,12738,70,597
179865,1388,25,422
976477,30765,655,5434
163675,7821,396,922
2016649,8987,1278,1591
132365,2419,266,1171
112553,1130,113,157
68418,2028,73,421
285060,2974,221,823
